"","files_weighted","sig_id","count","rdkit","cell_id","pert_iname","pert_dose","pert_time","pert_id","atoms","emb","identifier","sig_id_original"
"65","graphs_weighted/ASG001_PC3_24H_BRD-K21680192-300-08-6_10/graph.csv","ASG001_PC3_24H_BRD-K21680192-300-08-6_10",1,"O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21","PC3","mitoxantrone",10,24,"BRD-K21680192",32,"ASG001_PC3_24H_BRD-K21680192-300-08-6_10_emb","mitoxantronePC31024","ASG001_PC3_24H:BRD-K21680192-300-08-6:10"
"66","graphs_weighted/ASG001_PC3_24H_BRD-K88378636-001-02-8_2/graph.csv","ASG001_PC3_24H_BRD-K88378636-001-02-8_2",1,"CC1=C(CO)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@@]32C)C1","PC3","withaferin-a",2,24,"BRD-K88378636",34,"ASG001_PC3_24H_BRD-K88378636-001-02-8_2_emb","withaferin-aPC3224","ASG001_PC3_24H:BRD-K88378636-001-02-8:2"
"67","graphs_weighted/BRAF001_A375_24H_BRD-K09951645-001-02-7_10/graph.csv","BRAF001_A375_24H_BRD-K09951645-001-02-7_10",1,"CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1","A375","dabrafenib",10,24,"BRD-K09951645",35,"BRAF001_A375_24H_BRD-K09951645-001-02-7_10_emb","dabrafenibA3751024","BRAF001_A375_24H:BRD-K09951645-001-02-7:10"
"68","graphs_weighted/BRAF001_A375_24H_BRD-U73308409-000-01-9_2.5/graph.csv","BRAF001_A375_24H_BRD-U73308409-000-01-9_2.5",1,NA,"A375","vemurafenib",2.5,24,"BRD-U73308409",NA,"BRAF001_A375_24H_BRD-U73308409-000-01-9_2.5_emb","vemurafenibA3752.524","BRAF001_A375_24H:BRD-U73308409-000-01-9:2.5"
"69","graphs_weighted/BRAF001_A375_6H_BRD-K16478699-001-05-0_10/graph.csv","BRAF001_A375_6H_BRD-K16478699-001-05-0_10",1,"CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F","A375","PLX-4720",10,6,"BRD-K16478699",27,"BRAF001_A375_6H_BRD-K16478699-001-05-0_10_emb","PLX-4720A375106","BRAF001_A375_6H:BRD-K16478699-001-05-0:10"
"70","graphs_weighted/BRAF001_A375_6H_BRD-K36862742-001-19-9_10/graph.csv","BRAF001_A375_6H_BRD-K36862742-001-19-9_10",1,"NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O","A375","hydroflumethiazide",10,6,"BRD-K36862742",20,"BRAF001_A375_6H_BRD-K36862742-001-19-9_10_emb","hydroflumethiazideA375106","BRAF001_A375_6H:BRD-K36862742-001-19-9:10"
"71","graphs_weighted/BRAF001_A375_6H_BRD-K79602928-003-13-2_10/graph.csv","BRAF001_A375_6H_BRD-K79602928-003-13-2_10",1,"CN(C)C(=N)NC(=N)N","A375","metformin",10,6,"BRD-K79602928",9,"BRAF001_A375_6H_BRD-K79602928-003-13-2_10_emb","metforminA375106","BRAF001_A375_6H:BRD-K79602928-003-13-2:10"
"72","graphs_weighted/BRAF001_HEK293T_24H_BRD-A19037878-001-01-5_10/graph.csv","BRAF001_HEK293T_24H_BRD-A19037878-001-01-5_10",1,"CC(/C=C/C(=O)NO)=C\C(C)C(=O)c1ccc(N(C)C)cc1","HEK293T","trichostatin-a",10,24,"BRD-A19037878",22,"BRAF001_HEK293T_24H_BRD-A19037878-001-01-5_10_emb","trichostatin-aHEK293T1024","BRAF001_HEK293T_24H:BRD-A19037878-001-01-5:10"
"73","graphs_weighted/BRAF001_HEK293T_24H_BRD-A96407378-001-12-8_10/graph.csv","BRAF001_HEK293T_24H_BRD-A96407378-001-12-8_10",1,"NC(=O)NC1NC(=O)NC1=O","HEK293T","allantoin",10,24,"BRD-A96407378",11,"BRAF001_HEK293T_24H_BRD-A96407378-001-12-8_10_emb","allantoinHEK293T1024","BRAF001_HEK293T_24H:BRD-A96407378-001-12-8:10"
"74","graphs_weighted/BRAF001_HEK293T_24H_BRD-K09951645-001-02-7_0.625/graph.csv","BRAF001_HEK293T_24H_BRD-K09951645-001-02-7_0.625",1,"CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1","HEK293T","dabrafenib",0.6,24,"BRD-K09951645",35,"BRAF001_HEK293T_24H_BRD-K09951645-001-02-7_0.625_emb","dabrafenibHEK293T0.624","BRAF001_HEK293T_24H:BRD-K09951645-001-02-7:0.625"
"75","graphs_weighted/BRAF001_HEK293T_24H_BRD-K16478699-001-05-0_10/graph.csv","BRAF001_HEK293T_24H_BRD-K16478699-001-05-0_10",1,"CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F","HEK293T","PLX-4720",10,24,"BRD-K16478699",27,"BRAF001_HEK293T_24H_BRD-K16478699-001-05-0_10_emb","PLX-4720HEK293T1024","BRAF001_HEK293T_24H:BRD-K16478699-001-05-0:10"
"76","graphs_weighted/BRAF001_HEK293T_24H_BRD-K23984367-001-04-2_10/graph.csv","BRAF001_HEK293T_24H_BRD-K23984367-001-04-2_10",1,"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1","HEK293T","sorafenib",10,24,"BRD-K23984367",32,"BRAF001_HEK293T_24H_BRD-K23984367-001-04-2_10_emb","sorafenibHEK293T1024","BRAF001_HEK293T_24H:BRD-K23984367-001-04-2:10"
"77","graphs_weighted/BRAF001_HEK293T_24H_BRD-K79602928-003-13-2_10/graph.csv","BRAF001_HEK293T_24H_BRD-K79602928-003-13-2_10",1,"CN(C)C(=N)NC(=N)N","HEK293T","metformin",10,24,"BRD-K79602928",9,"BRAF001_HEK293T_24H_BRD-K79602928-003-13-2_10_emb","metforminHEK293T1024","BRAF001_HEK293T_24H:BRD-K79602928-003-13-2:10"
"78","graphs_weighted/BRAF001_HEK293T_24H_BRD-K81418486-001-15-2_10/graph.csv","BRAF001_HEK293T_24H_BRD-K81418486-001-15-2_10",1,"O=C(CCCCCCC(=O)Nc1ccccc1)NO","HEK293T","vorinostat",10,24,"BRD-K81418486",19,"BRAF001_HEK293T_24H_BRD-K81418486-001-15-2_10_emb","vorinostatHEK293T1024","BRAF001_HEK293T_24H:BRD-K81418486-001-15-2:10"
"79","graphs_weighted/BRAF001_HEK293T_24H_BRD-K91699951-001-07-8_10/graph.csv","BRAF001_HEK293T_24H_BRD-K91699951-001-07-8_10",1,"CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1","HEK293T","benzonatate",10,24,"BRD-K91699951",42,"BRAF001_HEK293T_24H_BRD-K91699951-001-07-8_10_emb","benzonatateHEK293T1024","BRAF001_HEK293T_24H:BRD-K91699951-001-07-8:10"
"80","graphs_weighted/BRAF001_HEK293T_24H_BRD-U73308409-000-01-9_10/graph.csv","BRAF001_HEK293T_24H_BRD-U73308409-000-01-9_10",1,NA,"HEK293T","vemurafenib",10,24,"BRD-U73308409",NA,"BRAF001_HEK293T_24H_BRD-U73308409-000-01-9_10_emb","vemurafenibHEK293T1024","BRAF001_HEK293T_24H:BRD-U73308409-000-01-9:10"
"81","graphs_weighted/BRAF001_HEK293T_6H_BRD-K53737926-003-18-7_10/graph.csv","BRAF001_HEK293T_6H_BRD-K53737926-003-18-7_10",1,"CN(C)CCC=C1c2ccccc2CCc2ccccc21","HEK293T","amitriptyline",10,6,"BRD-K53737926",21,"BRAF001_HEK293T_6H_BRD-K53737926-003-18-7_10_emb","amitriptylineHEK293T106","BRAF001_HEK293T_6H:BRD-K53737926-003-18-7:10"
"82","graphs_weighted/CPC001_HA1E_24H_BRD-A06276885-003-01-1_10/graph.csv","CPC001_HA1E_24H_BRD-A06276885-003-01-1_10",1,"Oc1ccc2c3c1OC1c4c(c5ccccc5n4Cc4ccccc4)CC4(O)C(C2)N(CC2CC2)CCC314","HA1E","BRD-A06276885",10,24,"BRD-A06276885",38,"CPC001_HA1E_24H_BRD-A06276885-003-01-1_10_emb","BRD-A06276885HA1E1024","CPC001_HA1E_24H:BRD-A06276885-003-01-1:10"
"83","graphs_weighted/CPC001_HA1E_24H_BRD-A38030642-001-01-2_10/graph.csv","CPC001_HA1E_24H_BRD-A38030642-001-01-2_10",1,NA,"HA1E","cyclosporin-a",10,24,"BRD-A38030642",NA,"CPC001_HA1E_24H_BRD-A38030642-001-01-2_10_emb","cyclosporin-aHA1E1024","CPC001_HA1E_24H:BRD-A38030642-001-01-2:10"
"84","graphs_weighted/CPC001_HA1E_24H_BRD-A89434049-001-02-1_10/graph.csv","CPC001_HA1E_24H_BRD-A89434049-001-02-1_10",1,"CC12CCC(O)CC1CCC1C2[C@H](O)CC2(C)C(C3=CC(=O)OC3)CCC12O","HA1E","sarmentogenin",10,24,"BRD-A89434049",28,"CPC001_HA1E_24H_BRD-A89434049-001-02-1_10_emb","sarmentogeninHA1E1024","CPC001_HA1E_24H:BRD-A89434049-001-02-1:10"
"85","graphs_weighted/CPC001_HA1E_24H_BRD-K03816923-001-04-7_10/graph.csv","CPC001_HA1E_24H_BRD-K03816923-001-04-7_10",1,"CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3c(c(C(=O)/C=C/c4ccccc4)c2O)OC(C)(C)C=C3)c1O","HA1E","rottlerin",10,24,"BRD-K03816923",38,"CPC001_HA1E_24H_BRD-K03816923-001-04-7_10_emb","rottlerinHA1E1024","CPC001_HA1E_24H:BRD-K03816923-001-04-7:10"
"86","graphs_weighted/CPC001_HA1E_24H_BRD-K73395020-001-01-5_10/graph.csv","CPC001_HA1E_24H_BRD-K73395020-001-01-5_10",1,"CC(C)ON([C@@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1","HA1E","ARP-101",10,24,"BRD-K73395020",28,"CPC001_HA1E_24H_BRD-K73395020-001-01-5_10_emb","ARP-101HA1E1024","CPC001_HA1E_24H:BRD-K73395020-001-01-5:10"
"87","graphs_weighted/CPC001_HA1E_24H_BRD-K74305673-001-01-3_10/graph.csv","CPC001_HA1E_24H_BRD-K74305673-001-01-3_10",1,"O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O","HA1E","IKK-2-inhibitor-V",10,24,"BRD-K74305673",25,"CPC001_HA1E_24H_BRD-K74305673-001-01-3_10_emb","IKK-2-inhibitor-VHA1E1024","CPC001_HA1E_24H:BRD-K74305673-001-01-3:10"
"88","graphs_weighted/CPC001_HA1E_24H_BRD-K81418486_10/graph.csv","CPC001_HA1E_24H_BRD-K81418486_10",1,"O=C(CCCCCCC(=O)Nc1ccccc1)NO","HA1E","vorinostat",10,24,"BRD-K81418486",19,"CPC001_HA1E_24H_BRD-K81418486_10_emb","vorinostatHA1E1024","CPC001_HA1E_24H:BRD-K81418486:10"
"89","graphs_weighted/CPC001_HA1E_6H_BRD-A17065207-001-06-9_10/graph.csv","CPC001_HA1E_6H_BRD-A17065207-001-06-9_10",1,"CC1CCCC=CC2CC(O)CC2C(O)C=CC(=O)O1","HA1E","brefeldin-a",10,6,"BRD-A17065207",20,"CPC001_HA1E_6H_BRD-A17065207-001-06-9_10_emb","brefeldin-aHA1E106","CPC001_HA1E_6H:BRD-A17065207-001-06-9:10"
"90","graphs_weighted/CPC001_HA1E_6H_BRD-K02590140-001-01-2_10/graph.csv","CPC001_HA1E_6H_BRD-K02590140-001-01-2_10",1,"CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(CC#CCCCNS(C)(=O)=O)cc1OC2(C)C","HA1E","O-2050",10,6,"BRD-K02590140",29,"CPC001_HA1E_6H_BRD-K02590140-001-01-2_10_emb","O-2050HA1E106","CPC001_HA1E_6H:BRD-K02590140-001-01-2:10"
"91","graphs_weighted/CPC001_HA1E_6H_BRD-K04546108-066-01-5_10/graph.csv","CPC001_HA1E_6H_BRD-K04546108-066-01-5_10",1,"O=C1Nc2ccc(-c3cccnc3)cc2/C1=C/c1ccc[nH]1","HA1E","JAK3-inhibitor-VI",10,6,"BRD-K04546108",22,"CPC001_HA1E_6H_BRD-K04546108-066-01-5_10_emb","JAK3-inhibitor-VIHA1E106","CPC001_HA1E_6H:BRD-K04546108-066-01-5:10"
"92","graphs_weighted/CPC001_HA1E_6H_BRD-K11911061-003-02-8_10/graph.csv","CPC001_HA1E_6H_BRD-K11911061-003-02-8_10",1,"COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1","HA1E","GR-127935",10,6,"BRD-K11911061",37,"CPC001_HA1E_6H_BRD-K11911061-003-02-8_10_emb","GR-127935HA1E106","CPC001_HA1E_6H:BRD-K11911061-003-02-8:10"
"93","graphs_weighted/CPC001_HA1E_6H_BRD-K11927976-050-01-1_10/graph.csv","CPC001_HA1E_6H_BRD-K11927976-050-01-1_10",1,"Cc1ccc2c(=O)c3ccccc3n(CCCN)c2c1C","HA1E","ER-27319",10,6,"BRD-K11927976",21,"CPC001_HA1E_6H_BRD-K11927976-050-01-1_10_emb","ER-27319HA1E106","CPC001_HA1E_6H:BRD-K11927976-050-01-1:10"
"94","graphs_weighted/CPC001_HA1E_6H_BRD-K14618467-003-01-8_10/graph.csv","CPC001_HA1E_6H_BRD-K14618467-003-01-8_10",1,"O=C(c1ccc(Nc2nccc(-c3cc4ccccc4s3)n2)cc1)N1CCC(N2CCCC2)CC1","HA1E","IKK-16",10,6,"BRD-K14618467",35,"CPC001_HA1E_6H_BRD-K14618467-003-01-8_10_emb","IKK-16HA1E106","CPC001_HA1E_6H:BRD-K14618467-003-01-8:10"
"95","graphs_weighted/CPC001_HA1E_6H_BRD-K26669427-001-01-0_10/graph.csv","CPC001_HA1E_6H_BRD-K26669427-001-01-0_10",1,"O=C1Nc2ccc(Br)cc2/C1=C/C(=O)c1ccc(F)cc1","HA1E","WR-216174",10,6,"BRD-K26669427",21,"CPC001_HA1E_6H_BRD-K26669427-001-01-0_10_emb","WR-216174HA1E106","CPC001_HA1E_6H:BRD-K26669427-001-01-0:10"
"96","graphs_weighted/CPC001_HA1E_6H_BRD-K40919711-001-02-4_10/graph.csv","CPC001_HA1E_6H_BRD-K40919711-001-02-4_10",1,"CC(=O)OCOC(=O)CN(CC(=O)OCOC(C)=O)c1ccccc1OCCOc1ccccc1N(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O","HA1E","BAPTA-AM",10,6,"BRD-K40919711",54,"CPC001_HA1E_6H_BRD-K40919711-001-02-4_10_emb","BAPTA-AMHA1E106","CPC001_HA1E_6H:BRD-K40919711-001-02-4:10"
"97","graphs_weighted/CPC001_HA1E_6H_BRD-K52850071-001-01-2_10/graph.csv","CPC001_HA1E_6H_BRD-K52850071-001-01-2_10",1,"COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC","HA1E","WHI-P154",10,6,"BRD-K52850071",23,"CPC001_HA1E_6H_BRD-K52850071-001-01-2_10_emb","WHI-P154HA1E106","CPC001_HA1E_6H:BRD-K52850071-001-01-2:10"
"98","graphs_weighted/CPC001_HA1E_6H_BRD-K67860401-001-01-5_10/graph.csv","CPC001_HA1E_6H_BRD-K67860401-001-01-5_10",1,"COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1","HA1E","AR-A014418",10,6,"BRD-K67860401",21,"CPC001_HA1E_6H_BRD-K67860401-001-01-5_10_emb","AR-A014418HA1E106","CPC001_HA1E_6H:BRD-K67860401-001-01-5:10"
"99","graphs_weighted/CPC001_HA1E_6H_BRD-K68336408-001-03-4_10/graph.csv","CPC001_HA1E_6H_BRD-K68336408-001-03-4_10",1,"COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC","HA1E","tyrphostin-AG-1478",10,6,"BRD-K68336408",22,"CPC001_HA1E_6H_BRD-K68336408-001-03-4_10_emb","tyrphostin-AG-1478HA1E106","CPC001_HA1E_6H:BRD-K68336408-001-03-4:10"
"100","graphs_weighted/CPC001_HA1E_6H_BRD-K76674262-001-01-7_10/graph.csv","CPC001_HA1E_6H_BRD-K76674262-001-01-7_10",1,"COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4","HA1E","homoharringtonine",10,6,"BRD-K76674262",39,"CPC001_HA1E_6H_BRD-K76674262-001-01-7_10_emb","homoharringtonineHA1E106","CPC001_HA1E_6H:BRD-K76674262-001-01-7:10"
"101","graphs_weighted/CPC001_HA1E_6H_BRD-K84595254-001-03-0_10/graph.csv","CPC001_HA1E_6H_BRD-K84595254-001-03-0_10",1,"C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@@H](O)CC[C@]34C=O)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1","HA1E","strophanthidin",10,6,"BRD-K84595254",29,"CPC001_HA1E_6H_BRD-K84595254-001-03-0_10_emb","strophanthidinHA1E106","CPC001_HA1E_6H:BRD-K84595254-001-03-0:10"
"102","graphs_weighted/CPC001_HA1E_6H_BRD-K89930444-001-01-9_10/graph.csv","CPC001_HA1E_6H_BRD-K89930444-001-01-9_10",1,"N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCC(CC2CCC(NC(=O)/C(C#N)=C/c3ccc(O)c(O)c3)CC2)CC1","HA1E","AG-592",10,6,"BRD-K89930444",43,"CPC001_HA1E_6H_BRD-K89930444-001-01-9_10_emb","AG-592HA1E106","CPC001_HA1E_6H:BRD-K89930444-001-01-9:10"
"103","graphs_weighted/CPC001_HA1E_6H_BRD-K97365803-001-01-3_10/graph.csv","CPC001_HA1E_6H_BRD-K97365803-001-01-3_10",1,"Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1","HA1E","PI-828",10,6,"BRD-K97365803",24,"CPC001_HA1E_6H_BRD-K97365803-001-01-3_10_emb","PI-828HA1E106","CPC001_HA1E_6H:BRD-K97365803-001-01-3:10"
"104","graphs_weighted/CPC001_HCC515_24H_BRD-A06276885-003-01-1_10/graph.csv","CPC001_HCC515_24H_BRD-A06276885-003-01-1_10",1,"Oc1ccc2c3c1OC1c4c(c5ccccc5n4Cc4ccccc4)CC4(O)C(C2)N(CC2CC2)CCC314","HCC515","BRD-A06276885",10,24,"BRD-A06276885",38,"CPC001_HCC515_24H_BRD-A06276885-003-01-1_10_emb","BRD-A06276885HCC5151024","CPC001_HCC515_24H:BRD-A06276885-003-01-1:10"
"105","graphs_weighted/CPC001_HCC515_24H_BRD-A38030642-001-01-2_10/graph.csv","CPC001_HCC515_24H_BRD-A38030642-001-01-2_10",1,NA,"HCC515","cyclosporin-a",10,24,"BRD-A38030642",NA,"CPC001_HCC515_24H_BRD-A38030642-001-01-2_10_emb","cyclosporin-aHCC5151024","CPC001_HCC515_24H:BRD-A38030642-001-01-2:10"
"106","graphs_weighted/CPC001_HCC515_24H_BRD-A89434049-001-02-1_10/graph.csv","CPC001_HCC515_24H_BRD-A89434049-001-02-1_10",1,"CC12CCC(O)CC1CCC1C2[C@H](O)CC2(C)C(C3=CC(=O)OC3)CCC12O","HCC515","sarmentogenin",10,24,"BRD-A89434049",28,"CPC001_HCC515_24H_BRD-A89434049-001-02-1_10_emb","sarmentogeninHCC5151024","CPC001_HCC515_24H:BRD-A89434049-001-02-1:10"
"107","graphs_weighted/CPC001_HCC515_24H_BRD-K03816923-001-04-7_10/graph.csv","CPC001_HCC515_24H_BRD-K03816923-001-04-7_10",1,"CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3c(c(C(=O)/C=C/c4ccccc4)c2O)OC(C)(C)C=C3)c1O","HCC515","rottlerin",10,24,"BRD-K03816923",38,"CPC001_HCC515_24H_BRD-K03816923-001-04-7_10_emb","rottlerinHCC5151024","CPC001_HCC515_24H:BRD-K03816923-001-04-7:10"
"108","graphs_weighted/CPC001_HCC515_24H_BRD-K05737787-001-02-2_10/graph.csv","CPC001_HCC515_24H_BRD-K05737787-001-02-2_10",1,"Cc1cc(=O)c2c(O)cc(O)c(C)c2o1","HCC515","isoeugenol",10,24,"BRD-K05737787",15,"CPC001_HCC515_24H_BRD-K05737787-001-02-2_10_emb","isoeugenolHCC5151024","CPC001_HCC515_24H:BRD-K05737787-001-02-2:10"
"109","graphs_weighted/CPC001_HCC515_24H_BRD-K07212038-001-02-1_10/graph.csv","CPC001_HCC515_24H_BRD-K07212038-001-02-1_10",1,"C/C=C(/C)C(=O)O[C@@H]1Cc2c(ccc3ccc(=O)oc23)OC1(C)C","HCC515","selinidin",10,24,"BRD-K07212038",24,"CPC001_HCC515_24H_BRD-K07212038-001-02-1_10_emb","selinidinHCC5151024","CPC001_HCC515_24H:BRD-K07212038-001-02-1:10"
"110","graphs_weighted/CPC001_HCC515_24H_BRD-K13642330-001-02-6_10/graph.csv","CPC001_HCC515_24H_BRD-K13642330-001-02-6_10",1,"O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12","HCC515","cosmosiin",10,24,"BRD-K13642330",31,"CPC001_HCC515_24H_BRD-K13642330-001-02-6_10_emb","cosmosiinHCC5151024","CPC001_HCC515_24H:BRD-K13642330-001-02-6:10"
"111","graphs_weighted/CPC001_HCC515_24H_BRD-K15935639-001-02-0_10/graph.csv","CPC001_HCC515_24H_BRD-K15935639-001-02-0_10",1,"CC(C)C[C@@H](/C=C/S(C)(=O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1","HCC515","z-leu3-VS",10,24,"BRD-K15935639",38,"CPC001_HCC515_24H_BRD-K15935639-001-02-0_10_emb","z-leu3-VSHCC5151024","CPC001_HCC515_24H:BRD-K15935639-001-02-0:10"
"112","graphs_weighted/CPC001_HCC515_24H_BRD-K46272620-001-02-2_10/graph.csv","CPC001_HCC515_24H_BRD-K46272620-001-02-2_10",1,"CC(C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O","HCC515","valyltryptophan",10,24,"BRD-K46272620",22,"CPC001_HCC515_24H_BRD-K46272620-001-02-2_10_emb","valyltryptophanHCC5151024","CPC001_HCC515_24H:BRD-K46272620-001-02-2:10"
"113","graphs_weighted/CPC001_HCC515_24H_BRD-K73395020-001-01-5_10/graph.csv","CPC001_HCC515_24H_BRD-K73395020-001-01-5_10",1,"CC(C)ON([C@@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1","HCC515","ARP-101",10,24,"BRD-K73395020",28,"CPC001_HCC515_24H_BRD-K73395020-001-01-5_10_emb","ARP-101HCC5151024","CPC001_HCC515_24H:BRD-K73395020-001-01-5:10"
"114","graphs_weighted/CPC001_HCC515_24H_BRD-K74305673-001-01-3_10/graph.csv","CPC001_HCC515_24H_BRD-K74305673-001-01-3_10",1,"O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O","HCC515","IKK-2-inhibitor-V",10,24,"BRD-K74305673",25,"CPC001_HCC515_24H_BRD-K74305673-001-01-3_10_emb","IKK-2-inhibitor-VHCC5151024","CPC001_HCC515_24H:BRD-K74305673-001-01-3:10"
"115","graphs_weighted/CPC001_HCC515_6H_BRD-A04668240-001-01-5_10/graph.csv","CPC001_HCC515_6H_BRD-A04668240-001-01-5_10",1,"CCOC(OCC)P(=O)(O)CCCNCc1ccc(Cl)c(Cl)c1","HCC515","CGP-52432",10,6,"BRD-A04668240",23,"CPC001_HCC515_6H_BRD-A04668240-001-01-5_10_emb","CGP-52432HCC515106","CPC001_HCC515_6H:BRD-A04668240-001-01-5:10"
"116","graphs_weighted/CPC001_HCC515_6H_BRD-A43974499-066-01-1_10/graph.csv","CPC001_HCC515_6H_BRD-A43974499-066-01-1_10",1,"CCOc1ccccc1OC(c1ccccc1)C1CNCCO1","HCC515","reboxetine",10,6,"BRD-A43974499",23,"CPC001_HCC515_6H_BRD-A43974499-066-01-1_10_emb","reboxetineHCC515106","CPC001_HCC515_6H:BRD-A43974499-066-01-1:10"
"117","graphs_weighted/CPC001_HCC515_6H_BRD-A63546914-003-01-2_10/graph.csv","CPC001_HCC515_6H_BRD-A63546914-003-01-2_10",1,"COc1cc2c(cc1O)C(CCc1ccc(Cl)cc1)N(C)CC2","HCC515","Ro-04-5595",10,6,"BRD-A63546914",23,"CPC001_HCC515_6H_BRD-A63546914-003-01-2_10_emb","Ro-04-5595HCC515106","CPC001_HCC515_6H:BRD-A63546914-003-01-2:10"
"118","graphs_weighted/CPC001_HCC515_6H_BRD-K00486786-001-01-4_10/graph.csv","CPC001_HCC515_6H_BRD-K00486786-001-01-4_10",1,"Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C=O","HCC515","Ro-08-2750",10,6,"BRD-K00486786",20,"CPC001_HCC515_6H_BRD-K00486786-001-01-4_10_emb","Ro-08-2750HCC515106","CPC001_HCC515_6H:BRD-K00486786-001-01-4:10"
"119","graphs_weighted/CPC001_HCC515_6H_BRD-K04546108-066-01-5_10/graph.csv","CPC001_HCC515_6H_BRD-K04546108-066-01-5_10",1,"O=C1Nc2ccc(-c3cccnc3)cc2/C1=C/c1ccc[nH]1","HCC515","JAK3-inhibitor-VI",10,6,"BRD-K04546108",22,"CPC001_HCC515_6H_BRD-K04546108-066-01-5_10_emb","JAK3-inhibitor-VIHCC515106","CPC001_HCC515_6H:BRD-K04546108-066-01-5:10"
"120","graphs_weighted/CPC001_HCC515_6H_BRD-K05464208-001-01-6_10/graph.csv","CPC001_HCC515_6H_BRD-K05464208-001-01-6_10",1,"COc1cc(SC)ccc1C(=O)N1CCC(Cc2ccccc2)CC1","HCC515","JX-401",10,6,"BRD-K05464208",25,"CPC001_HCC515_6H_BRD-K05464208-001-01-6_10_emb","JX-401HCC515106","CPC001_HCC515_6H:BRD-K05464208-001-01-6:10"
"121","graphs_weighted/CPC001_HCC515_6H_BRD-K06426971-001-01-9_10/graph.csv","CPC001_HCC515_6H_BRD-K06426971-001-01-9_10",1,"Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1","HCC515","ryuvidine",10,6,"BRD-K06426971",20,"CPC001_HCC515_6H_BRD-K06426971-001-01-9_10_emb","ryuvidineHCC515106","CPC001_HCC515_6H:BRD-K06426971-001-01-9:10"
"122","graphs_weighted/CPC001_HCC515_6H_BRD-K11927976-050-01-1_10/graph.csv","CPC001_HCC515_6H_BRD-K11927976-050-01-1_10",1,"Cc1ccc2c(=O)c3ccccc3n(CCCN)c2c1C","HCC515","ER-27319",10,6,"BRD-K11927976",21,"CPC001_HCC515_6H_BRD-K11927976-050-01-1_10_emb","ER-27319HCC515106","CPC001_HCC515_6H:BRD-K11927976-050-01-1:10"
"123","graphs_weighted/CPC001_HCC515_6H_BRD-K63938928-001-02-5_10/graph.csv","CPC001_HCC515_6H_BRD-K63938928-001-02-5_10",1,"COC(=O)c1cc(OC)c(=O)c2c(OC)c(OC)ccc2c1","HCC515","BRD-K63938928",10,6,"BRD-K63938928",22,"CPC001_HCC515_6H_BRD-K63938928-001-02-5_10_emb","BRD-K63938928HCC515106","CPC001_HCC515_6H:BRD-K63938928-001-02-5:10"
